Subject,Timestamp,SampleDate,SampleTime,TestCard,ITPV,LogWorkload
13,17498321719811572,2025-06-13,16:29:31.981,NA,357.3568907557147,8.481221797170054
13,17498321724971572,2025-06-13,16:29:32.497,NA,127.8027302489398,6.997774846674124
13,17498321730151572,2025-06-13,16:29:33.015,NA,628.8978699751187,9.296681939083369
13,17498321735411572,2025-06-13,16:29:33.541,NA,553.274011995631,9.111850349872913
13,17498321740671572,2025-06-13,16:29:34.067,NA,399.1021893129886,8.640614382686373
13,17498321745851572,2025-06-13,16:29:34.585,NA,2620.8699938526543,11.35583007637655
13,17498321751031572,2025-06-13,16:29:35.103,NA,304.5308033424715,8.250444354135569
13,17498321756271572,2025-06-13,16:29:35.627,NA,634.0942895839933,9.30855357430478
13,17498321761471572,2025-06-13,16:29:36.147,NA,1390.3450548049561,10.441227259033832
13,17498321766631572,2025-06-13,16:29:36.663,NA,5498.42102669057,12.424801666206017
13,17498321771871572,2025-06-13,16:29:37.187,NA,5759.740793037438,12.491788171848087
13,17498321777151572,2025-06-13,16:29:37.715,NA,6736.8822333437565,12.717865364623181
13,17498321782211572,2025-06-13,16:29:38.221,NA,618.6038855629926,9.272872085059088
13,17498321787491572,2025-06-13,16:29:38.749,NA,758.752336936775,9.567485244611781
13,17498321792711572,2025-06-13,16:29:39.271,NA,1874.773832260594,10.872500847867032
13,17498321798011572,2025-06-13,16:29:39.801,NA,111.79904296956624,6.8047640281439286
13,17498321803191572,2025-06-13,16:29:40.319,NA,977.6093164605401,9.93311422365004
13,17498321808371572,2025-06-13,16:29:40.837,NA,4812.349522058573,12.2325257142559
13,17498321813611572,2025-06-13,16:29:41.361,NA,982.9190216380485,9.940928753956545
13,17498321818871572,2025-06-13,16:29:41.887,NA,4551.489136709536,12.152122921986708
13,17498321824211572,2025-06-13,16:29:42.421,NA,4536.10546773829,12.147238469037049
13,17498321829531572,2025-06-13,16:29:42.953,NA,2621.7125971779965,11.356293824778513
13,17498321834831572,2025-06-13,16:29:43.483,NA,2223.2400903963844,11.118448039828928
13,17498321840071572,2025-06-13,16:29:44.007,NA,3801.503630296141,11.892354453455466
13,17498321845351572,2025-06-13,16:29:44.535,NA,589.1553189413913,9.202504211482577
13,17498321850651572,2025-06-13,16:29:45.065,NA,420.5534924296735,8.716145505962086
13,17498321855911572,2025-06-13,16:29:45.591,NA,6910.8279110531685,12.754642839215192
13,17498321861191572,2025-06-13,16:29:46.119,NA,1436.3437989784456,10.488185394349749
13,17498321866431572,2025-06-13,16:29:46.643,NA,333.4795830624486,8.381454626398302
13,17498321871691572,2025-06-13,16:29:47.169,NA,464.13632987356544,8.858404817420919
13,17498321876911572,2025-06-13,16:29:47.691,NA,1220.9125157902963,10.253744112704627
13,17498321882131572,2025-06-13,16:29:48.213,NA,826.0491559733279,9.69008382489265
13,17498321887431572,2025-06-13,16:29:48.743,NA,1331.289267791518,10.37860836445133
13,17498321892671572,2025-06-13,16:29:49.267,NA,2955.5581608067937,11.529214895534071
13,17498321897891572,2025-06-13,16:29:49.789,NA,1118.1126711589902,10.126849859186697
13,17498321902971572,2025-06-13,16:29:50.297,tag3,341.4500397499182,8.4155306916345
13,17498321907971572,2025-06-13,16:29:50.797,tag3,608.586439655835,9.249318378278513
13,17498321913211572,2025-06-13,16:29:51.321,tag3,24634.21399934384,14.588375820051217
13,17498321918331572,2025-06-13,16:29:51.833,tag3,262719.2075739815,18.00316215514716
13,17498321923431572,2025-06-13,16:29:52.343,tag3,390702.17248435563,18.57570975203081
13,17498321928551572,2025-06-13,16:29:52.855,tag3,471786.29774784285,18.84777399293301
13,17498321933731572,2025-06-13,16:29:53.373,tag3,114993.09433739069,16.81118770026437
13,17498321938891572,2025-06-13,16:29:53.889,tag3,436087.49913208716,18.734258109207083
13,17498321944091572,2025-06-13,16:29:54.409,tag3,1064519.3337952774,20.02177072157307
13,17498321949311572,2025-06-13,16:29:54.931,tag3,268310.79872008605,18.03354559443369
13,17498321954491572,2025-06-13,16:29:55.449,tag3,130704.73396364068,16.995951869144648
13,17498321959711572,2025-06-13,16:29:55.971,tag3,169941.68742594635,17.37468026966349
13,17498321964851572,2025-06-13,16:29:56.485,tag3,206757.89843057396,17.657582917782403
13,17498321969971572,2025-06-13,16:29:56.997,tag3,202239.538701673,17.6257055523526
13,17498321975091572,2025-06-13,16:29:57.509,tag3,927917.8734514316,19.82363759788507
13,17498321980271572,2025-06-13,16:29:58.027,tag3,718417.1391217145,19.4544622429888
13,17498321985451572,2025-06-13,16:29:58.545,tag3,132464.53340744524,17.015246612780732
13,17498321990551572,2025-06-13,16:29:59.055,tag3,95430.06397946822,16.542156219378782
13,17498321995651572,2025-06-13,16:29:59.565,tag3,326329.3447311997,18.31596920012782
13,17498322000751572,2025-06-13,16:30:00.075,tag3,101008.32367924324,16.62411465885909
13,17498322005831572,2025-06-13,16:30:00.583,tag3,590375.8197016749,19.17127410791021
13,17498322010991572,2025-06-13,16:30:01.099,tag3,224495.8896129653,17.77632950475166
13,17498322016171572,2025-06-13,16:30:01.617,tag3,445011.8594616202,18.763484258512435
13,17498322021351572,2025-06-13,16:30:02.135,tag3,2590794.13904095,21.304962954821413
13,17498322026431572,2025-06-13,16:30:02.643,tag3,4020168.0154107437,21.938824366732003
13,17498322031651572,2025-06-13,16:30:03.165,tag3,3316326.510815805,21.661154624512776
13,17498322036711572,2025-06-13,16:30:03.671,tag3,3470147.739440834,21.726565655303894
13,17498322041791572,2025-06-13,16:30:04.179,tag3,1266247.8634517698,20.272128404083944
13,17498322046871572,2025-06-13,16:30:04.687,tag3,644154.4537011816,19.297047129969023
13,17498322052031572,2025-06-13,16:30:05.203,tag3,475673.3017710335,18.859611527520556
13,17498322057171572,2025-06-13,16:30:05.717,tag3,998657.1070595906,19.929629882322516
13,17498322062271572,2025-06-13,16:30:06.227,tag3,900033.715703287,19.779619520953407
13,17498322067331572,2025-06-13,16:30:06.733,tag3,1882511.298686335,20.844227093190742
13,17498322072351572,2025-06-13,16:30:07.235,tag3,4438450.028800823,22.081624523790847
13,17498322077531572,2025-06-13,16:30:07.753,tag3,3193332.326577819,21.606631269728958
13,17498322082671572,2025-06-13,16:30:08.267,tag3,1535360.2275312103,20.550145750979596
13,17498322087811572,2025-06-13,16:30:08.781,tag3,773321.3455251567,19.560708509879845
13,17498322092971572,2025-06-13,16:30:09.297,tag3,1100588.0069113811,20.069843082166646
13,17498322098091572,2025-06-13,16:30:09.809,tag3,796872.3155980232,19.603989051336526
13,17498322103231572,2025-06-13,16:30:10.323,tag3,1041004.6090975851,19.989545025576785
13,17498322108411572,2025-06-13,16:30:10.841,tag3,716120.5102370951,19.449842862054687
13,17498322113551572,2025-06-13,16:30:11.355,tag3,1078901.844321129,20.04113218748417
13,17498322118751572,2025-06-13,16:30:11.875,tag3,5722326.083293729,22.448170280432787
13,17498322123851572,2025-06-13,16:30:12.385,tag3,1229917.8905589415,20.23013057363869
13,17498322128991572,2025-06-13,16:30:12.899,tag3,433964.18522073125,18.727216457345
13,17498322134131572,2025-06-13,16:30:13.413,NA,16873.380334028312,14.042461404900466
13,17498322139271572,2025-06-13,16:30:13.927,NA,3948.5591986729914,11.947110604756075
13,17498322144471572,2025-06-13,16:30:14.447,NA,5638.452985129504,12.461083671252192
13,17498322149771572,2025-06-13,16:30:14.977,NA,9051.860395294396,13.143998619093498
13,17498322155071572,2025-06-13,16:30:15.507,NA,5622.531323552806,12.457004078052181
13,17498322160311572,2025-06-13,16:30:16.031,NA,3902.448542557431,11.930163893704055
13,17498322165611572,2025-06-13,16:30:16.561,NA,14272.002818014362,13.800900184781218
13,17498322170831572,2025-06-13,16:30:17.083,NA,22850.07536993585,14.479911303504712
13,17498322175971572,2025-06-13,16:30:17.597,NA,9095.532463088104,13.150942382062883
13,17498322181151572,2025-06-13,16:30:18.115,NA,8542.661157687833,13.060469844080336
13,17498322186491572,2025-06-13,16:30:18.649,NA,22687.7358394717,14.469625019579835
13,17498322191731572,2025-06-13,16:30:19.173,NA,12868.639395349299,13.651571904642683
13,17498322197031572,2025-06-13,16:30:19.703,NA,10227.750355916196,13.320201231643962
13,17498322202271572,2025-06-13,16:30:20.227,NA,8971.279703592585,13.131098076979853
13,17498322207511572,2025-06-13,16:30:20.751,NA,22138.43859733087,14.434265853370652
13,17498322212791572,2025-06-13,16:30:21.279,NA,60690.89291094624,15.889192425883028
13,17498322218031572,2025-06-13,16:30:21.803,NA,41092.88549735608,15.326601018075605
13,17498322223291572,2025-06-13,16:30:22.329,NA,18800.83891026997,14.19850941723341
13,17498322228611572,2025-06-13,16:30:22.861,NA,14009.147818884041,13.774081578368666
13,17498322233851572,2025-06-13,16:30:23.385,NA,18550.53826859678,14.179173428722683
13,17498322239151572,2025-06-13,16:30:23.915,NA,24556.850400923886,14.583837915731864
13,17498322244431572,2025-06-13,16:30:24.443,NA,15007.498945975378,13.87339594618918
13,17498322249731572,2025-06-13,16:30:24.973,NA,7718.122768007796,12.914034276894114
13,17498322254931572,2025-06-13,16:30:25.493,NA,2991.1291448954003,11.546474486218614
13,17498322260171572,2025-06-13,16:30:26.017,NA,10988.9343884683,13.423763872569129
13,17498322265371572,2025-06-13,16:30:26.537,NA,4381.686207889685,12.097270454857135
13,17498322270551572,2025-06-13,16:30:27.055,NA,5550.734437971822,12.438462957011122
13,17498322275811572,2025-06-13,16:30:27.581,NA,3762.4315124731897,11.877449605400987
13,17498322281011572,2025-06-13,16:30:28.101,NA,9561.244399524512,13.222982682385796
13,17498322286211572,2025-06-13,16:30:28.621,NA,3535.5183923784607,11.787706049140091
13,17498322291471572,2025-06-13,16:30:29.147,NA,5821.9958100142,12.507298085841436
13,17498322296751572,2025-06-13,16:30:29.675,NA,5258.080524835689,12.360320520929868
13,17498322301951572,2025-06-13,16:30:30.195,NA,8484.641624487096,13.05063800895634
13,17498322307211572,2025-06-13,16:30:30.721,NA,8613.764547242174,13.072428173464912
13,17498322312491572,2025-06-13,16:30:31.249,NA,5520.723131428503,12.430641535324462
13,17498322317711572,2025-06-13,16:30:31.771,NA,12643.189423128199,13.626072829180123
13,17498322322991572,2025-06-13,16:30:32.299,NA,6271.050289226362,12.614491373648388
13,17498322328251572,2025-06-13,16:30:32.825,NA,5205.784766727806,12.345899949382698
13,17498322333511572,2025-06-13,16:30:33.351,NA,7766.533950457035,12.923055180834021
13,17498322338831572,2025-06-13,16:30:33.883,NA,14385.709179456573,13.812348723634353
13,17498322344091572,2025-06-13,16:30:34.409,NA,10581.598286805018,13.369269933872568
13,17498322349311572,2025-06-13,16:30:34.931,NA,7387.965971177683,12.85096150597347
13,17498322354491572,2025-06-13,16:30:35.449,NA,4700.976507216122,12.198744755449535
13,17498322359611572,2025-06-13,16:30:35.961,NA,8245.78275963752,13.009440737675343
13,17498322364831572,2025-06-13,16:30:36.483,NA,17813.216655463963,14.12066043691338
13,17498322369991572,2025-06-13,16:30:36.999,NA,13549.343850820209,13.725935367948649
13,17498322375231572,2025-06-13,16:30:37.523,NA,11597.585912695,13.501536912985307
13,17498322380411572,2025-06-13,16:30:38.041,NA,22610.558086898192,14.464708981513448
13,17498322385611572,2025-06-13,16:30:38.561,NA,6025.483132844055,12.556861208231018
13,17498322390731572,2025-06-13,16:30:39.073,NA,8888.974853882863,13.117801330432602
13,17498322395851572,2025-06-13,16:30:39.585,NA,1629.385439568492,10.670112205884642
13,17498322401111572,2025-06-13,16:30:40.111,NA,2852.6055655150744,11.47806456154485
13,17498322406351572,2025-06-13,16:30:40.635,NA,4055.293029035613,11.985590449724233
13,17498322411511572,2025-06-13,16:30:41.151,NA,9746.83408366025,13.250717970856542
13,17498322416731572,2025-06-13,16:30:41.673,NA,3113.267703211552,11.604213921054917
13,17498322422051572,2025-06-13,16:30:42.205,NA,2788.8537654196757,11.445456572762648
13,17498322427191572,2025-06-13,16:30:42.719,NA,4720.002609805337,12.204571941950935
13,17498322432271572,2025-06-13,16:30:43.227,NA,6711.706888002966,12.712463996795876
13,17498322437351572,2025-06-13,16:30:43.735,NA,4876.095885923818,12.251510780756929
13,17498322442511572,2025-06-13,16:30:44.251,NA,1312.0134028279604,10.357566742495118
13,17498322447751572,2025-06-13,16:30:44.775,NA,1683.0584971699127,10.716869605186345
13,17498322452991572,2025-06-13,16:30:45.299,NA,3858.614310377316,11.913867130481064
13,17498322458231572,2025-06-13,16:30:45.823,NA,9126.970565728769,13.155920363375587
13,17498322463371572,2025-06-13,16:30:46.337,NA,2547.3649902594843,11.314789970584242
13,17498322468551572,2025-06-13,16:30:46.855,NA,7854.679375578181,12.939336671231333
13,17498322473751572,2025-06-13,16:30:47.375,NA,2019.7530848300564,10.97996321869634
13,17498322478951572,2025-06-13,16:30:47.895,NA,8901.18037979028,13.11978094828637
13,17498322486871572,2025-06-13,16:30:48.687,NA,33043.8540313005,15.012094343170576
13,17498322491871572,2025-06-13,16:30:49.187,NA,9375.35451730885,13.19465752989857
13,17498322496911572,2025-06-13,16:30:49.691,NA,2060.8478497440606,11.009022280794726
13,17498322502031572,2025-06-13,16:30:50.203,tag2,6527.041308403053,12.672213454535452
13,17498322507051572,2025-06-13,16:30:50.705,tag2,2746.1822968843394,11.423211682208875
13,17498322512251572,2025-06-13,16:30:51.225,tag2,1267.0559419847311,10.307264507201003
13,17498322517351572,2025-06-13,16:30:51.735,tag2,3335.6383329792534,11.703747157526488
13,17498322522611572,2025-06-13,16:30:52.261,tag2,9113.021487863878,13.153713753929189
13,17498322527751572,2025-06-13,16:30:52.775,tag2,10747.486621142521,13.391711693953162
13,17498322532931572,2025-06-13,16:30:53.293,tag2,6266.456939191154,12.613434257031402
13,17498322538091572,2025-06-13,16:30:53.809,tag2,4425.477498844726,12.111617411733295
13,17498322543391572,2025-06-13,16:30:54.339,tag2,14176.283734788587,13.791191764025951
13,17498322548611572,2025-06-13,16:30:54.861,tag2,10757.296774951246,13.393027964940067
13,17498322553871572,2025-06-13,16:30:55.387,tag2,1434.8872008673866,10.48672161309928
13,17498322561491572,2025-06-13,16:30:56.149,tag2,2118.0308890432334,11.048507914192779
13,17498322571931572,2025-06-13,16:30:57.193,tag2,12175.325696815944,13.571672745277711
13,17498322577451572,2025-06-13,16:30:57.745,tag2,6510.213431555034,12.668489126301628
13,17498322582611572,2025-06-13,16:30:58.261,tag2,7091.805235429699,12.79193720023624
13,17498322587631572,2025-06-13,16:30:58.763,tag2,4591.7799824297535,12.16483780083466
13,17498322592731572,2025-06-13,16:30:59.273,tag2,7805.216981533162,12.930223023698154
13,17498322597811572,2025-06-13,16:30:59.781,tag2,2323.077814351539,11.1818217644648
13,17498322602951572,2025-06-13,16:31:00.295,tag2,3693.8282337279265,11.850901065949838
13,17498322608071572,2025-06-13,16:31:00.807,tag2,5585.53343817421,12.44747935442317
13,17498322614651572,2025-06-13,16:31:01.465,tag2,10715.318959332903,13.387387174426161
13,17498322623691572,2025-06-13,16:31:02.369,tag2,3544.481459363914,11.79135886819939
13,17498322634491572,2025-06-13,16:31:03.449,tag2,8040.049480394068,12.972988664785133
13,17498322640171572,2025-06-13,16:31:04.017,tag2,131173.75738463536,17.001119597762184
13,17498322645471572,2025-06-13,16:31:04.547,tag2,228186.15113202526,17.79985170997475
13,17498322650471572,2025-06-13,16:31:05.047,tag2,49373.736179884705,15.591456199516966
13,17498322655471572,2025-06-13,16:31:05.547,tag2,3455.1000209947224,11.754511760168356
13,17498322660471572,2025-06-13,16:31:06.047,tag2,9317.643478728027,13.185749414280894
13,17498322665471572,2025-06-13,16:31:06.547,tag2,1469.4169695176256,10.521028125414215
13,17498322670471572,2025-06-13,16:31:07.047,tag2,743.0625261126693,9.537339803388264
13,17498322675491572,2025-06-13,16:31:07.549,tag2,2660.791146738266,11.37763955812253
13,17498322680551572,2025-06-13,16:31:08.055,tag2,1390.54093999709,10.441430505478506
13,17498322685671572,2025-06-13,16:31:08.567,tag2,920.1860737205317,9.845781812346768
13,17498322690751572,2025-06-13,16:31:09.075,tag2,2709.6585336128287,11.403895341812305
13,17498322695791572,2025-06-13,16:31:09.579,tag2,1002.8517288424869,9.969892604594111
13,17498322700891572,2025-06-13,16:31:10.089,tag2,565.9254034325066,9.144468088784947
13,17498322706031572,2025-06-13,16:31:10.603,tag2,2781.4590652243874,11.441626158244862
13,17498322711211572,2025-06-13,16:31:11.121,tag2,7533.750598413604,12.879152558936575
13,17498322716311572,2025-06-13,16:31:11.631,tag2,4239.899933587017,12.049814500624771
13,17498322721491572,2025-06-13,16:31:12.149,tag2,4538.377194370148,12.147960804168765
13,17498322727631572,2025-06-13,16:31:12.763,tag2,1738.4885962833976,10.763617888317016
13,17498322756431572,2025-06-13,16:31:15.643,tag2,5893.896595881161,12.52500603431333
13,17498322763211572,2025-06-13,16:31:16.321,tag2,6351.761998982623,12.632941140260034
13,17498322768511572,2025-06-13,16:31:16.851,tag2,373.5492736982944,8.545154746662181
13,17498322773911572,2025-06-13,16:31:17.391,tag2,727.1378729694507,9.506085129972584
13,17498322778971572,2025-06-13,16:31:17.897,tag2,1545.8481294927994,10.594182874565192
13,17498322784031572,2025-06-13,16:31:18.403,tag2,2100.477273386721,11.036501460988946
13,17498322790011572,2025-06-13,16:31:19.001,tag2,501.37693660053867,8.969751823327293
13,17498322795171572,2025-06-13,16:31:19.517,tag2,95.71058594108769,6.580606595775193
13,17498322802391572,2025-06-13,16:31:20.239,tag2,454.4320493515688,8.82792077595988
13,17498322811611572,2025-06-13,16:31:21.161,tag2,7549.515634360009,12.882168370911323
13,17498322818791572,2025-06-13,16:31:21.879,tag2,6937.127696985166,12.7601227262733
13,17498322824691572,2025-06-13,16:31:22.469,tag2,1473.6204089384637,10.525149231979231
13,17498322829991572,2025-06-13,16:31:22.999,tag2,1080.5023728326196,10.077486525087268
13,17498322835291572,2025-06-13,16:31:23.529,tag2,605.8165569515438,9.242737197266662
13,17498322840291572,2025-06-13,16:31:24.029,tag2,1863.190687446561,10.863559618498988
13,17498322845291572,2025-06-13,16:31:24.529,tag2,856.1648416977949,9.74174478243443
13,17498322850311572,2025-06-13,16:31:25.031,tag2,729.0084727239804,9.50979177179722
13,17498322856031572,2025-06-13,16:31:25.603,tag2,321.7806151566066,8.329933607011355
13,17498322863591572,2025-06-13,16:31:26.359,tag2,536.5190872206189,9.067485687035546
13,17498322868851572,2025-06-13,16:31:26.885,tag2,685.9722354023149,9.422006374543063
13,17498322874211572,2025-06-13,16:31:27.421,tag2,3998.108873213305,11.96510204356461
13,17498322879551572,2025-06-13,16:31:27.955,tag2,313.46634837390326,8.292166763137152
13,17498322884931572,2025-06-13,16:31:28.493,tag2,187.65117561459263,7.5519095183584195
13,17498322890191572,2025-06-13,16:31:29.019,tag2,624.4783669904989,9.286507785024929
13,17498322895471572,2025-06-13,16:31:29.547,tag2,366.0920317402671,8.516062562450488
13,17498322900551572,2025-06-13,16:31:30.055,tag2,2103.850256445587,11.038816307746963
13,17498322912771572,2025-06-13,16:31:31.277,NA,225.2258996086558,7.8152289278878
13,17498322918071572,2025-06-13,16:31:31.807,NA,356.9349893343661,8.479517521436076
13,17498322923411572,2025-06-13,16:31:32.341,NA,1414.9227174996358,10.46650754045785
13,17498322928691572,2025-06-13,16:31:32.869,NA,153.2375284155178,7.2596258514542225
13,17498322934011572,2025-06-13,16:31:33.401,NA,862.4076199376506,9.752226115079539
13,17498322945551572,2025-06-13,16:31:34.555,NA,1134.3014556593594,10.147588391245865
13,17498322950891572,2025-06-13,16:31:35.089,NA,1872.6455014351916,10.870862102701944
13,17498322956211572,2025-06-13,16:31:35.621,NA,968.7160370921259,9.919930015459094
13,17498322961611572,2025-06-13,16:31:36.161,NA,163.65228584663902,7.354489943435
13,17498322966951572,2025-06-13,16:31:36.695,NA,336.71584428561357,8.395387799073536
13,17498322972311572,2025-06-13,16:31:37.231,NA,319.6824372756898,8.320495677242377
13,17498322977711572,2025-06-13,16:31:37.771,tag1,1025.7013764171397,10.002395049260997
13,17498322983031572,2025-06-13,16:31:38.303,tag1,1024.456019390114,10.000642334438531
13,17498322988211572,2025-06-13,16:31:38.821,tag1,1126.852420631529,10.138082868526666
13,17498322993411572,2025-06-13,16:31:39.341,tag1,439.3838226760054,8.779337943070859
13,17498322998691572,2025-06-13,16:31:39.869,tag1,48.94303898525288,5.613031779321305
13,17498323003991572,2025-06-13,16:31:40.399,tag1,223.93422182616249,7.806931208747693
13,17498323008991572,2025-06-13,16:31:40.899,tag1,885.5660125738265,9.790456043294238
13,17498323014011572,2025-06-13,16:31:41.401,tag1,1167.4188110660957,10.189106504879511
13,17498323019031572,2025-06-13,16:31:41.903,tag1,400.1488261486964,8.644392866808142
13,17498323024531572,2025-06-13,16:31:42.453,tag1,274.9962572219034,8.103268173051497
13,17498323029591572,2025-06-13,16:31:42.959,tag1,1146.959774979934,10.163599080153066
13,17498323034611572,2025-06-13,16:31:43.461,tag1,219.8806070275179,7.780576557137245
13,17498323039731572,2025-06-13,16:31:43.973,tag1,132.93634032347563,7.054591732596361
13,17498323044851572,2025-06-13,16:31:44.485,tag1,725.7525769885782,9.50333397933013
13,17498323050011572,2025-06-13,16:31:45.001,tag1,688.7315585563452,9.427797974441464
13,17498323076831572,2025-06-13,16:31:47.683,tag1,2827.205030484122,11.465160796673324
13,17498323085671572,2025-06-13,16:31:48.567,tag1,3000.384180615124,11.550931525377322
13,17498323092211572,2025-06-13,16:31:49.221,tag1,1574200.8031763926,20.58618815036604
13,17498323110071572,2025-06-13,16:31:51.007,tag1,777.7712207748575,9.603202042683202
13,17498323120131572,2025-06-13,16:31:52.013,tag1,1448.3756401981336,10.500220102531314
13,17498323153191572,2025-06-13,16:31:55.319,tag1,70535.59798871304,16.106063921885493
13,17498323181651572,2025-06-13,16:31:58.165,tag1,35746.456263359665,15.12551260648425
13,17498323214551572,2025-06-13,16:32:01.455,tag1,19297.681549266832,14.236139910032815
13,17498323257391572,2025-06-13,16:32:05.739,tag1,15534.792718315952,13.923215371169956
13,17498323281931572,2025-06-13,16:32:08.193,tag1,7100.983344686337,12.79380310762721
13,17498323310811572,2025-06-13,16:32:11.081,tag1,11712.089475841138,13.515710859959178
13,17498323318671572,2025-06-13,16:32:11.867,tag1,12090.326172953937,13.561565545704358
13,17498323334071572,2025-06-13,16:32:13.407,tag1,573.6909852360626,9.164130037976548
13,17498323339331572,2025-06-13,16:32:13.933,tag1,1614808.3582357238,20.62293152865307
13,17498323361391572,2025-06-13,16:32:16.139,tag1,6038.984643472206,12.560090289019437
13,17498323366651572,2025-06-13,16:32:16.665,tag1,77334.96477723119,16.23883321421326
13,17498323371991572,2025-06-13,16:32:17.199,tag1,229289.45434516107,17.806810477354627
13,17498323377391572,2025-06-13,16:32:17.739,tag1,72340.76201677286,16.14252117455764
13,17498323382671572,2025-06-13,16:32:18.267,tag1,6510.796705300326,12.66861837681776
13,17498323387971572,2025-06-13,16:32:18.797,tag1,1419.095204822397,10.470755665404942
13,17498323393331572,2025-06-13,16:32:19.333,tag1,1057.748690407514,10.04678118416514
13,17498323411371572,2025-06-13,16:32:21.137,tag1,1586.9810970617586,10.632069228627447
13,17498323417151572,2025-06-13,16:32:21.715,tag1,1733.5105810652817,10.75948092720446
13,17498323422551572,2025-06-13,16:32:22.255,tag1,318.8164209151103,8.316582128270893
13,17498323428011572,2025-06-13,16:32:22.801,tag1,1505.973859432155,10.556481012709842
13,17498323433351572,2025-06-13,16:32:23.335,tag1,2343.8288152620266,11.19465148906767
13,17498323438731572,2025-06-13,16:32:23.873,tag1,595.7056446621361,9.218455819306916
13,17498323444091572,2025-06-13,16:32:24.409,tag1,588.5364025239571,9.200987842279863
13,17498323449211572,2025-06-13,16:32:24.921,tag1,858.0151936364645,9.744859384807125
13,17498323454611572,2025-06-13,16:32:25.461,tag1,166.21732708176498,7.376926971353296
13,17498323464491572,2025-06-13,16:32:26.449,tag1,3790.136396562403,11.888034052610795
13,17498323481911572,2025-06-13,16:32:28.191,tag1,12336.985617504408,13.590702313264886
13,17498323551611572,2025-06-13,16:32:35.161,tag1,12747.703328213656,13.6379497289508
13,17498323565891572,2025-06-13,16:32:36.589,tag1,18872.373285632995,14.203988239271974
13,17498323617011572,2025-06-13,16:32:41.701,tag1,14960.048374867421,13.86882721988653
13,17498323654731572,2025-06-13,16:32:45.473,tag1,40459.45536766316,15.30418927918712
13,17498323663331572,2025-06-13,16:32:46.333,tag1,16471.433123789488,14.007678464099797
13,17498323679211572,2025-06-13,16:32:47.921,tag1,4943.553693418159,12.271332786529664
13,17498323698051572,2025-06-13,16:32:49.805,tag1,4825.1050214265015,12.2363446285438
