Flight_Number,Lead_Pilot,Scenario_within_flight,Scenario_Type,Autonomy_Config,Num_Tactical_Comms,Correct_Sort,Num_CMs,Lead_Altitude_Deviation_Count,Wingman_Altitude_Deviation_Count,Lead_Altitude_Deviation_Integrated_ft_s,Wingman_Altitude_Deviation_Integrated_ft_s,Proportion_CMs_Intercepted,CM1_Interceptor Role,CM1_Time_to_Intercept_s_from_start,CM1_MOP_Time_to_Intercept_s,CM1_MOP_Time_to_Consent_s,CM1_Airspeed_Diff_at_Intercept_kt,CM1_Heading_Diff_at_Intercept_deg,CM1_Altitude_Offset_at_Intercept_ft,CM1_Distance_from_CM_at_Intercept_nm,CM1_Aspect_at_MELD_Range_deg,CM2_Interceptor Role,CM2_Time_to_Intercept_s_from_start,CM2_MOP_Time_to_Intercept_s,CM2_MOP_Time_to_Consent_s,CM2_Airspeed_Diff_at_Intercept_kt,CM2_Heading_Diff_at_Intercept_deg,CM2_Altitude_Offset_at_Intercept_ft,CM2_Distance_from_CM_at_Intercept_nm,CM2_Aspect_at_MELD_Range_deg,CM3_Interceptor Role,CM3_Time_to_Intercept_s_from_start,CM3_MOP_Time_to_Intercept_s,CM3_MOP_Time_to_Consent_s,CM3_Airspeed_Diff_at_Intercept_kt,CM3_Heading_Diff_at_Intercept_deg,CM3_Altitude_Offset_at_Intercept_ft,CM3_Distance_from_CM_at_Intercept_nm,CM3_Aspect_at_MELD_Range_deg,CM4_Interceptor Role,CM4_Time_to_Intercept_s_from_start,CM4_MOP_Time_to_Intercept_s,CM4_MOP_Time_to_Consent_s,CM4_Airspeed_Diff_at_Intercept_kt,CM4_Heading_Diff_at_Intercept_deg,CM4_Altitude_Offset_at_Intercept_ft,CM4_Distance_from_CM_at_Intercept_nm,CM4_Aspect_at_MELD_Range_deg,CM5_Interceptor Role,CM5_Time_to_Intercept_s_from_start,CM5_MOP_Time_to_Intercept_s,CM5_MOP_Time_to_Consent_s,CM5_Airspeed_Diff_at_Intercept_kt,CM5_Heading_Diff_at_Intercept_deg,CM5_Altitude_Offset_at_Intercept_ft,CM5_Distance_from_CM_at_Intercept_nm,CM5_Aspect_at_MELD_Range_deg,Proportion_SAMs_Identified,SAM1_Time_to_ID_s,SAM2_Time_to_ID_s,SAM3_Time_to_ID_s,SAM4_Time_to_ID_s,SAM5_Time_to_ID_s,SAM6_Time_to_ID_s,SAM7_Time_to_ID_s,SAM8_Time_to_ID_s,SAM9_Time_to_ID_s,SAM10_Time_to_ID_s,Scenario_Duration_s,Avg_SAM_ID_Time_s
1,Schnell,2,C,HA,4,Y,5,2,0,90.26518057928745,0.0,0.8,Lead,197.069,83.27,2.471,76.15100000000001,5.114839856771596,663.5844464349611,1.3561987875714967,169.02594514720238,Wingman,197.363,48.392,17.568,19.729000000000013,7.560672183777484,136.49355498681507,0.7762204525756509,123.57020735451772,Lead,359.069,36.277,5.411,55.792,-27.069681392630457,400.7563783405276,0.6202676863605031,103.48317885253256,Wingman,440.893,142.423,30.812,46.65100000000001,-2.030787350277961,122.23924296964832,0.3617282861800988,153.5851098383739,,,,,,,,,,0.1666666666666666,30.0,30.0,30.0,30.0,30.0,30.0,,,,,440.893,30.0
1,Schnell,3,C,AA,2,Y,5,0,0,0.0,0.0,0.8,Lead,184.032,39.056,6.09,40.53999999999999,34.32224285264704,347.8040053796958,1.1939621248161696,134.2553491880769,Lead,303.198,41.593,5.061,26.768,12.750650931526792,280.88629239854527,0.8310324959134202,147.71907374955538,Lead,393.133,84.029,11.992,-7.852000000000004,-16.537570026833862,173.60809347167924,0.7888294161907173,20.49811686203151,Wingman,402.586,189.245,1.263,-0.7160000000000082,15.05978479554551,82.40000115637304,0.2962177062311476,177.42972663287452,,,,,,,,,,0.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,402.586,30.0
1,Schnell,4,C,AH,14,Y,5,0,0,0.0,0.0,0.8,Lead,160.013,41.37,4.069,28.24700000000001,22.646335276504544,76.15564117109898,0.5393580993757564,141.75884189887984,Wingman,201.054,92.555,1.561,-4.150000000000006,32.803901143842154,50.24236588784333,0.4724934236958609,118.57574496283335,Wingman,364.703,39.198,6.399,38.304,24.06155119708748,30.367320866163936,0.9411952829749232,96.4265332788612,Lead,365.129,81.958,9.257,8.21799999999999,15.638737750154291,57.13466106440501,1.129635427890176,161.61274177132265,,,,,,,,,,0.5,30.0,30.0,10.485,25.046,30.0,30.0,,,,,422.731,25.921833333333336
1,Chan,1,B,HH,29,Y,5,2,0,52.42833315759759,0.0,1.0,Wingman,173.207,66.183,10.481,39.172,6.809127589158777,243.842275971263,0.7883649020384963,145.86349609321445,Lead,219.827,144.452,10.289,51.50200000000001,5.594427585354481,581.4083955517181,1.2922819697040442,157.64658295867275,Wingman,459.636,48.631,12.836,9.927999999999995,-2.9526463163928724,27.77002425140563,0.361146533230773,154.1567788972094,Lead,529.031,101.563,4.333,52.45500000000001,-0.483478325331788,457.2828804520868,1.384756529904256,136.22925079824853,Wingman,551.434,40.635,8.34,77.80000000000001,-36.2277976254062,100.27161245444768,1.1651254744645314,51.79083715212198,0.625,22.533,30.0,25.248,30.0,30.0,29.266,15.503,30.0,,,551.434,26.56875
1,Chan,2,C,HH,25,Y,5,2,0,133.06599838854876,0.0,1.0,Wingman,136.985,45.391,1.672,43.608,-1.4502882511225437,242.14965056961773,0.629749542397254,158.34348279540666,Lead,147.29,59.59,3.492,46.65100000000001,0.3916185516347639,442.59935757779385,1.3994859140453286,172.88712413014116,Wingman,289.954,50.146,6.757,37.131,-4.446279769113374,215.0566285738114,0.5054722554032809,126.5418045940604,Lead,365.259,113.364,13.592,44.219,14.400501920975104,213.26858196947975,1.327252998990169,170.31851496564957,Wingman,380.152,46.443,9.84,51.33099999999999,-6.59512019331396,142.88818789537982,1.2893669713268812,40.01999412602518,0.8,30.0,30.0,30.0,30.0,30.0,,,,,,380.152,30.0
1,Chan,3,D,HH,22,Y,6,1,1,66.27387971345507,18.346793930776585,0.1666666666666666,Wingman,172.648,69.834,4.726,47.372000000000014,36.18854865516613,136.25419954393146,0.7990994525158456,176.56229696640042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20.171,16.178,6.276,13.172,18.493,30.0,,,,,403.992,17.381666666666664
4,Chan,1,C,HH,18,Y,5,2,1,39.79160388398636,9.757534182651913,1.0,Lead,133.925,53.593,0.127,28.73599999999999,3.044465796877546,306.35814121485055,1.4402103061868077,176.86278629955063,Wingman,189.322,80.39,5.799,38.952,2.108861598530666,61.68293723899114,1.402320884301965,175.72332751978263,Lead,296.728,61.766,2.701,19.032999999999987,25.37781392539148,480.1462149523086,1.4356718090502445,175.83985005903742,Wingman,336.521,62.499,4.798,40.02699999999999,-13.235112132306313,465.95605700107626,1.3813834165816732,165.50881543008995,Lead,364.723,46.196,0.764,42.178,31.415762067307867,163.13438687994676,0.8883024486196079,78.67685453339726,1.0,12.27,12.569,28.572,19.58,9.57,,,,,,364.723,16.5122
4,Chan,2,C,HA,5,Y,5,0,0,0.0,0.0,0.4,Wingman,141.643,35.198,2.307,32.084,30.15267107660816,104.305986728672,0.6827006459810613,139.46658436944938,Wingman,295.539,44.192,6.896,14.877999999999986,4.194195270517213,21.045056837210723,0.6832114993324734,158.86467638250292,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.428,8.141,17.573,29.564,13.563,30.0,,,,,449.538,18.544833333333333
4,Chan,3,D,AA,8,Y,6,0,0,0.0,0.0,0.3333333333333333,Lead,288.543,38.781,0.816,43.412000000000006,21.515447676859708,260.594327579538,1.1387171128180733,68.74805697296944,Wingman,380.934,32.318,2.554,27.452,42.025167238742426,99.6473513187684,0.5475285983815192,126.49812999022322,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.561,10.561,11.24,10.414,15.556,9.428,,,,,417.469,12.46
2,McIntyre,1,D,HA,6,Y,6,4,0,210.9660890542666,0.0,0.5,Wingman,197.189,53.556,6.856,78.387,14.1781738990054,24.900377859976288,1.0943974711843996,137.8679699106758,Lead,227.744,33.379,2.346,52.18700000000001,31.405003268317103,792.1844917751223,1.4269926610720722,103.51972224309073,Lead,351.051,75.155,2.591,3.463999999999998,-31.359278402969665,414.6667604578524,1.040094563019582,109.93322000849456,,,,,,,,,,,,,,,,,,,1.0,1.478,0.774,3.783,22.774,12.783,1.748,,,,,423.957,7.223333333333333
2,McIntyre,2,D,AA,7,Y,6,0,0,0.0,0.0,0.5,Wingman,158.565,48.423,4.02,79.805,10.046623142324506,160.412465471436,0.8395858915488276,145.16936069400964,Lead,211.681,42.386,1.888,25.93700000000001,10.415075851847092,220.04237086374812,0.8194620403701595,154.6960162890844,Lead,331.739,70.914,0.081,-0.068000000000012,19.420579412842727,82.66984021808457,1.3503782451210051,132.59954158890253,,,,,,,,,,,,,,,,,,,1.0,2.856,0.353,30.0,5.774,2.361,6.266,,,,,392.933,7.935
2,Smith,1,D,HA,5,Y,6,2,2,365.5664363133652,56.420917102204925,0.3333333333333333,Wingman,209.134,61.026,3.498,59.09100000000001,26.505981209011907,133.89694150391188,0.7410510878006609,127.64403341830972,Lead,331.511,91.396,4.098,31.803,13.618743536834131,654.1066417900784,1.0547099031929956,129.97426223408775,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.162,0.363,30.0,24.993,0.275,4.227,,,,,416.675,11.336666666666666
2,Smith,2,D,AA,5,Y,6,0,0,0.0,0.0,0.3333333333333333,Lead,212.966,43.433,5.033,35.480999999999995,4.943643131143347,209.94497235691412,0.740955136712974,150.74302036188914,Lead,336.389,74.457,2.355,10.649,22.22656367083164,26.56498659965291,1.3323081652352922,135.72956135841122,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.259,0.055,0.965,22.974,15.962,3.868,8.957,,,,430.763,7.862857142857144
1,McIntyre,1,C,HH,17,Y,5,4,6,115.38376405726667,130.7357080535395,0.6,Wingman,178.378,81.979,20.887,10.429000000000002,-11.804753594984303,238.54496849780665,0.8726554686540119,148.32726231001118,Wingman,329.547,46.466,1.008,15.269000000000004,8.522548996583225,102.21632083679832,0.5462759581697988,129.9867890461777,Lead,332.477,41.157,3.824,14.534999999999997,-33.03672025713351,421.461571845497,0.4127711268866396,111.63000291947282,,,,,,,,,,,,,,,,,,,0.5714285714285714,30.0,10.494,13.492,30.0,12.497,30.0,30.0,,,,437.592,22.354714285714287
1,McIntyre,2,C,HA,8,Y,5,4,0,19.166980380666573,0.0,1.0,Lead,148.245,40.615,5.315,20.718999999999998,-43.63804529482709,482.3221190837649,0.5274736603672989,165.29401014729842,Wingman,163.252,52.644,6.051,27.879999999999995,-26.369484144430945,29.263267636612,0.3947245985697519,122.76802369902504,Wingman,358.505,88.237,0.799,-1.032999999999987,24.06516122293482,92.58302481262945,0.6296538577515777,127.05232316192934,Lead,407.209,118.354,8.156,-7.521999999999991,-48.96656455544604,287.38847777809497,0.7090162240914719,117.8567245112372,Wingman,416.596,42.186,7.205,-0.5320000000000107,30.678319545016564,61.13920456838969,1.1921468964195858,70.16081644025067,0.5,30.0,30.0,18.723,11.46,30.0,30.0,,,,,416.596,25.0305
1,McIntyre,3,C,AH,14,Y,5,0,14,0.0,74.01335832901407,1.0,Wingman,151.38,59.053,9.056,35.53,-30.976913099548085,422.252665804248,0.8038908637516843,151.69571401457614,Lead,175.231,86.237,1.972,29.19999999999999,21.51313937446457,195.7164795264725,1.1353391587908868,176.19495028564234,Wingman,309.521,46.7,5.2,36.691,30.121763164116288,312.6915172499321,0.6044432936331384,120.89807282322283,Lead,358.422,87.7,0.669,32.43799999999999,20.23935807838555,163.92715474441684,1.1584012272712076,157.853489609372,Wingman,409.942,44.014,10.215,22.49100000000001,25.613861736689103,377.088495273496,0.7437594900393554,65.33345519094627,0.8333333333333334,30.0,13.381,22.974,30.0,8.296,9.123,,,,,409.942,18.962333333333337
1,McIntyre,4,C,AA,7,Y,5,0,0,0.0,0.0,1.0,Lead,178.616,98.816,7.217,28.577,11.87150484651562,103.2201675276774,0.8330790252624667,172.02714268150584,Wingman,180.442,82.215,1.666,27.44,28.800754280540275,31.46719250915521,1.0142014363051706,153.5152914833135,Wingman,328.885,54.349,5.352,37.21700000000001,-20.57879776516989,8.213543644835227,0.383609802783804,145.83889403980663,Lead,368.224,91.429,1.864,36.05600000000001,24.709492336185438,20.91259604233892,1.256114491110904,158.61135603492244,Wingman,416.519,37.687,2.375,27.158999999999992,49.754394935441496,4.696840710606921,0.6935649790950975,78.10273265352299,0.8333333333333334,30.0,12.371,18.204,9.368,30.0,9.367,,,,,416.519,18.218333333333334
1,Smith,1,C,HH,14,Y,5,1,0,25.983946993123546,0.0,1.0,Lead,132.725,55.121,4.056,32.16999999999999,4.070547623312336,28.814183794265773,1.44241243301976,160.14006978937448,Wingman,185.963,74.637,9.17,-11.995000000000005,-11.366604573656817,11.555690115521427,0.3965069803783629,166.05150585720804,Lead,291.456,49.023,5.058,29.774,-9.947799790244003,134.0795285502154,1.2181909522397498,173.20518938512885,Wingman,375.965,97.028,23.469,22.795999999999992,1.6461547416020608,296.1252427978761,1.0245028611103513,138.6242690781853,Lead,399.169,58.403,1.304,34.96799999999999,-10.135991386309795,217.9930817392324,1.4647765638785324,19.637423068176304,0.8333333333333334,30.0,12.998,30.0,21.065,7.962,30.0,,,,,399.169,22.004166666666663
1,Smith,2,C,HA,5,Y,5,0,0,0.0,0.0,0.8,Lead,125.205,42.491,1.192,40.50399999999999,-18.008779931347277,179.77511334180963,0.8922898672112967,179.22718008830782,Lead,297.899,50.223,2.425,49.72999999999999,-6.647448673473036,209.7746494787698,1.1887546023744529,177.56447840212604,Wingman,326.008,58.321,0.0,40.137,-37.49687146718446,46.2326344525136,0.1086342338874877,129.65659040164542,Lead,387.409,46.401,4.602,63.51499999999999,-11.325665780424911,488.5402120010822,1.3306420376208294,16.801389249552074,,,,,,,,,,1.0,7.667,8.064,30.0,6.035,10.08,6.83,,,,,387.409,11.446
1,Smith,3,C,AH,18,Y,5,0,0,0.0,0.0,0.8,Wingman,157.0,57.407,7.207,9.646999999999991,5.114329943295076,65.06362560345042,0.7435600702709593,159.52060171675674,Lead,224.22,149.064,75.864,38.15799999999999,45.139891735499816,144.57123676457013,1.7840532205092734,176.47928097405816,Wingman,334.169,46.672,5.672,37.082,34.00517351900609,41.71835847068724,1.2556527647307532,89.84857328023793,Wingman,414.61,42.116,6.412,55.90199999999999,10.47979202239901,161.35391912414343,1.3766045256756665,39.538638863844966,,,,,,,,,,1.0,11.677,6.075,11.948,6.07,8.065,16.051,,,,,419.198,9.981
1,Smith,4,C,AA,6,Y,5,0,0,0.0,0.0,1.0,Wingman,152.001,43.816,2.223,26.926999999999992,4.592588575741814,200.9576813762669,0.6792716065940013,138.6490250702485,Lead,159.598,84.496,5.866,27.66,18.302272733054338,33.610869575482866,1.125658640877123,172.83285360293604,Wingman,302.113,42.338,3.746,31.583,2.4875911802577093,177.90497000824143,0.5209320117315764,128.05964734598683,Lead,326.028,39.967,3.601,41.59100000000001,14.16633273187574,229.1672608939607,0.8257498305938056,138.8948545648352,Lead,386.809,47.549,5.915,22.90600000000001,13.091013159706904,90.57995856729212,0.6252460980818665,27.342063512273,0.8,7.051,16.674,5.951,24.758,30.0,,,,,,386.809,16.8868
3,Jacob,1,D,HA,5,Y,6,3,0,229.1770855232056,0.0,0.3333333333333333,Lead,235.411,40.48,2.514,26.78,36.87752668477691,636.7682509014812,1.224912170264736,140.40183471929322,Lead,385.089,109.593,5.734,59.32300000000001,-3.252556235161478,539.2229838273561,1.3710892640212418,109.53528060480846,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.77,3.467,5.468,10.469,1.469,5.47,,,,,391.691,5.018833333333333
3,Jacob,2,D,AA,7,Y,6,0,1,0.0,146.08939669657713,0.3333333333333333,Lead,228.298,64.506,0.841,8.742999999999995,-23.691655172949996,93.64940674254468,0.5750383528904356,130.68017941386404,Lead,371.596,72.038,0.872,4.698000000000008,21.1248851516296,145.05083415762238,1.1086463596657996,155.5502861271657,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.454,5.366,4.014,26.357,21.364,,,,,,381.99,13.711000000000002
2,Jacob,1,C,HH,24,Y,5,1,2,60.23004169463034,13.97085336898012,1.0,Lead,142.326,34.215,1.751,31.264999999999983,-36.22557056018417,71.22148495021975,1.055272863950623,138.65587966409896,Wingman,156.67,54.743,11.392,32.292,-19.095168644681134,198.68145401582296,0.5294493146671568,171.0898446592679,Lead,281.01,38.826,4.203,21.53800000000001,-38.42257593566143,339.85970132791954,1.1555782022459766,178.5712708692999,Wingman,308.603,54.03,3.917,17.516999999999996,-24.14179809924542,11.836839045274246,0.5244258667380025,177.9844705749042,Lead,340.1,63.293,1.959,9.133999999999986,35.98371150343394,246.10407977537037,0.6787301056747344,28.807099291849,0.8,19.341,11.47,30.0,11.573,8.341,,,,,,340.1,16.145
2,Jacob,2,C,HA,5,Y,5,2,0,33.53051541201913,0.0,0.6,Wingman,158.212,44.692,0.082,36.935,-3.026538209952264,273.16696871830754,0.7263297085084075,126.82964321846195,Wingman,323.212,61.991,5.288,26.914999999999992,-31.16285845135445,135.44531138044658,0.5314500125824863,130.13168474060285,Lead,356.012,53.981,4.822,21.941000000000003,3.4996183755515915,364.0833045196741,0.992664179713363,71.63543888379837,,,,,,,,,,,,,,,,,,,0.6,30.0,11.329,16.475,20.467,30.0,,,,,,356.012,21.6542
2,Jacob,3,C,AH,20,Y,5,0,3,0.0,18.810578488213327,1.0,Wingman,161.012,59.213,1.325,24.28700000000001,-30.69522276777647,222.65422354664952,1.1138464095469467,139.9197480606523,Lead,172.225,85.428,1.364,20.38900000000001,17.658343661993115,69.37230460682258,1.063704096944872,175.8741080919574,Wingman,310.932,49.434,4.838,33.404,23.86686714606995,305.2320739358511,0.2904408351839577,151.88973858940506,Lead,355.827,88.399,3.536,33.489000000000004,21.746307878868866,58.8721634923968,1.3543835144442469,158.55280798100955,Lead,416.116,62.657,4.859,11.663999999999987,-11.38490162788844,186.7284121747707,0.6200432629883407,42.50753612411864,1.0,10.452,15.469,10.469,13.936,9.547,14.281,,,,,416.116,12.359000000000002
2,Jacob,4,C,AA,6,Y,5,5,0,55.90050176161415,0.0,0.8,Wingman,160.779,39.725,1.913,18.812999999999988,1.7749864999722718,64.51229550981589,0.5707672922646744,123.72346571823198,Lead,165.687,78.09,2.028,20.742999999999995,23.75213909845374,463.2560486906805,1.1394703306358471,171.0040459164395,Lead,349.58,81.791,3.992,23.982,21.01103414689726,446.1561549981852,1.1872349511011282,155.67037250842367,Lead,407.408,59.221,6.223,10.943000000000012,-13.71913483948748,540.5800018943919,0.5660067336254946,41.565563407313874,,,,,,,,,,0.8333333333333334,8.462,10.477,12.466,11.477,24.476,30.0,,,,,407.408,16.226333333333333
1,Jacob,1,A,HH,4,Y,4,1,0,930.9420636174444,0.0,0.5,Lead,313.85,62.301,6.869,54.24000000000001,-8.623844859286123,1576.1316979378134,0.7160437662825103,90.0946378238312,Wingman,365.213,172.607,124.308,45.30600000000001,10.109902322607924,246.512043203933,0.6343097852884032,165.57404300538445,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.489,17.55,15.556,23.557,30.0,25.581,,,,,365.511,19.9555
1,Jacob,2,B,HH,27,Y,5,4,1,865.738970890664,5.546568855076657,1.0,Wingman,144.752,53.118,0.817,32.68299999999999,-7.245702000158019,124.61025545899248,0.7696734746241309,175.80461149407415,Lead,150.463,36.598,4.13,21.501000000000005,31.753024905014627,637.470033668551,0.7799331236973512,112.4671117355698,Lead,448.255,37.529,0.202,36.50800000000001,29.68171194377064,397.2408678720094,0.5107798621080772,105.513504292123,Wingman,462.935,65.507,1.963,20.46199999999999,16.7366916399788,48.560062009517424,1.2570836690059637,175.69213603026986,Lead,520.457,72.404,2.705,25.204000000000008,-10.152016104637823,387.63182565482384,0.6907519802113499,12.66236309816179,0.8571428571428571,30.0,18.142,10.359,9.462,25.404,30.0,18.476,,,,520.457,20.26328571428571
1,Jacob,3,A,HA,2,Y,4,1,0,109.00020406939848,0.0,0.25,Lead,275.128,39.087,0.655,13.752999999999986,27.73430971843601,726.2786445513611,1.0284109074905865,91.65908232996895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,10.671,12.471,25.451,12.467,30.0,,,,,,295.622,18.212
